2026-04-21 11:29:28.619 | INFO     | kimi_cli.cli:_run:571 |  - Created new session: b3e091a1-2f25-4522-8ba7-a7bcdd313533
2026-04-21 11:29:28.651 | INFO     | kimi_cli.app:create:160 |  - Loaded config: is_from_default_location=True source_file=PosixPath('/root/.kimi/config.toml') default_model='moonshot-ai/kimi-k2.5' default_thinking=True default_yolo=False default_plan_mode=False default_editor='' theme='dark' show_thinking_stream=True models={'moonshot-ai/kimi-k2-thinking-turbo': LLMModel(provider='managed:moonshot-ai', model='kimi-k2-thinking-turbo', max_context_size=262144, capabilities={'thinking', 'always_thinking'}), 'moonshot-ai/kimi-k2-turbo-preview': LLMModel(provider='managed:moonshot-ai', model='kimi-k2-turbo-preview', max_context_size=262144, capabilities=None), 'moonshot-ai/kimi-k2-thinking': LLMModel(provider='managed:moonshot-ai', model='kimi-k2-thinking', max_context_size=262144, capabilities={'thinking', 'always_thinking'}), 'moonshot-ai/kimi-k2-0711-preview': LLMModel(provider='managed:moonshot-ai', model='kimi-k2-0711-preview', max_context_size=131072, capabilities=None), 'moonshot-ai/kimi-k2.5': LLMModel(provider='managed:moonshot-ai', model='kimi-k2.5', max_context_size=262144, capabilities={'thinking', 'video_in', 'image_in'}), 'moonshot-ai/kimi-k2-0905-preview': LLMModel(provider='managed:moonshot-ai', model='kimi-k2-0905-preview', max_context_size=262144, capabilities=None)} providers={'managed:moonshot-ai': LLMProvider(type='kimi', base_url='https://api.moonshot.ai/v1', api_key=SecretStr('**********'), env=None, custom_headers=None, oauth=None)} loop_control=LoopControl(max_steps_per_turn=100, max_retries_per_step=3, max_ralph_iterations=0, reserved_context_size=50000, compaction_trigger_ratio=0.85) background=BackgroundConfig(max_running_tasks=4, read_max_bytes=30000, notification_tail_lines=20, notification_tail_chars=3000, wait_poll_interval_ms=500, worker_heartbeat_interval_ms=5000, worker_stale_after_ms=15000, kill_grace_period_ms=2000, keep_alive_on_exit=False, agent_task_timeout_s=900) notifications=NotificationConfig(claim_stale_after_ms=15000) services=Services(moonshot_search=None, moonshot_fetch=None) mcp=MCPConfig(client=MCPClientConfig(tool_call_timeout_ms=60000)) hooks=[] merge_all_available_skills=False
2026-04-21 11:29:29.407 | INFO     | kimi_cli.app:create:204 |  - Using LLM provider: type='kimi' base_url='https://api.moonshot.ai/v1' api_key=SecretStr('**********') env=None custom_headers=None oauth=None
2026-04-21 11:29:29.407 | INFO     | kimi_cli.app:create:205 |  - Using LLM model: provider='managed:moonshot-ai' model='kimi-k2.5' max_context_size=262144 capabilities={'thinking', 'video_in', 'image_in'}
2026-04-21 11:29:29.407 | INFO     | kimi_cli.app:create:206 |  - Thinking mode: True
2026-04-21 11:29:29.411 | INFO     | kimi_cli.soul.agent:load_agents_md:145 |  - No AGENTS.md found from /home/pachu/Documents/bill easy to /home/pachu/Documents/bill easy
2026-04-21 11:29:29.491 | INFO     | kimi_cli.soul.agent:create:248 |  - Discovered 2 skill(s)
2026-04-21 11:29:29.492 | INFO     | kimi_cli.soul.agent:load_agent:412 |  - Loading agent: /root/.local/share/uv/tools/kimi-cli/lib/python3.13/site-packages/kimi_cli/agents/default/agent.yaml
2026-04-21 11:29:29.498 | INFO     | kimi_cli.soul.agent:_load_system_prompt:507 |  - Loading system prompt: /root/.local/share/uv/tools/kimi-cli/lib/python3.13/site-packages/kimi_cli/agents/default/system.md
2026-04-21 11:29:30.526 | INFO     | kimi_cli.soul.toolset:load_tools:334 |  - Skipping tool: kimi_cli.tools.web:SearchWeb
2026-04-21 11:29:30.565 | INFO     | kimi_cli.soul.toolset:load_tools:341 |  - Loaded tools: ['kimi_cli.tools.agent:Agent', 'kimi_cli.tools.ask_user:AskUserQuestion', 'kimi_cli.tools.todo:SetTodoList', 'kimi_cli.tools.shell:Shell', 'kimi_cli.tools.background:TaskList', 'kimi_cli.tools.background:TaskOutput', 'kimi_cli.tools.background:TaskStop', 'kimi_cli.tools.file:ReadFile', 'kimi_cli.tools.file:ReadMediaFile', 'kimi_cli.tools.file:Glob', 'kimi_cli.tools.file:Grep', 'kimi_cli.tools.file:WriteFile', 'kimi_cli.tools.file:StrReplaceFile', 'kimi_cli.tools.web:FetchURL', 'kimi_cli.tools.plan:ExitPlanMode', 'kimi_cli.tools.plan.enter:EnterPlanMode']
